unidade;mes;ano;porte;quantidade
HEM;Maio;2024;PORTE I (0 A 2 HORAS);53
HEM;Maio;2024;PORTE II ( 2 A 4 HORAS);4
HEM;Maio;2024;PORTE III (4 A 5 HORAS);0
HEM;Maio;2024;PORTE IV (ACIMA 6 HORAS);0
HEM;Junho;2024;PORTE I (0 A 2 HORAS);70
HEM;Junho;2024;PORTE II ( 2 A 4 HORAS);4
HEM;Junho;2024;PORTE III (4 A 5 HORAS);0
HEM;Junho;2024;PORTE IV (ACIMA 6 HORAS);0
HEM;Julho;2024;PORTE I (0 A 2 HORAS);52
HEM;Julho;2024;PORTE II ( 2 A 4 HORAS);1
HEM;Julho;2024;PORTE III (4 A 5 HORAS);0
HEM;Julho;2024;PORTE IV (ACIMA 6 HORAS);0
HEM;Agosto;2024;PORTE I (0 A 2 HORAS);60
HEM;Agosto;2024;PORTE II ( 2 A 4 HORAS);0
HEM;Agosto;2024;PORTE III (4 A 5 HORAS);0
HEM;Agosto;2024;PORTE IV (ACIMA 6 HORAS);0
HEM;Setembro;2024;PORTE I (0 A 2 HORAS);55
HEM;Setembro;2024;PORTE II ( 2 A 4 HORAS);1
HEM;Setembro;2024;PORTE III (4 A 5 HORAS);0
HEM;Setembro;2024;PORTE IV (ACIMA 6 HORAS);0
HGBJA;Janeiro;2024;PORTE I (0 A 2 HORAS);118
HGBJA;Janeiro;2024;PORTE II ( 2 A 4 HORAS);44
HGBJA;Janeiro;2024;PORTE III (4 A 5 HORAS);3
HGBJA;Janeiro;2024;PORTE IV (ACIMA 6 HORAS);1
HGBJA;Fevereiro;2024;PORTE I (0 A 2 HORAS);141
HGBJA;Fevereiro;2024;PORTE II ( 2 A 4 HORAS);23
HGBJA;Fevereiro;2024;PORTE III (4 A 5 HORAS);4
HGBJA;Fevereiro;2024;PORTE IV (ACIMA 6 HORAS);1
HGBJA;Março;2024;PORTE I (0 A 2 HORAS);158
HGBJA;Março;2024;PORTE II ( 2 A 4 HORAS);29
HGBJA;Março;2024;PORTE III (4 A 5 HORAS);1
HGBJA;Março;2024;PORTE IV (ACIMA 6 HORAS);0
HGBJA;Abril;2024;PORTE I (0 A 2 HORAS);146
HGBJA;Abril;2024;PORTE II ( 2 A 4 HORAS);38
HGBJA;Abril;2024;PORTE III (4 A 5 HORAS);1
HGBJA;Abril;2024;PORTE IV (ACIMA 6 HORAS);0
HGBJA;Maio;2024;PORTE I (0 A 2 HORAS);164
HGBJA;Maio;2024;PORTE II ( 2 A 4 HORAS);35
HGBJA;Maio;2024;PORTE III (4 A 5 HORAS);4
HGBJA;Maio;2024;PORTE IV (ACIMA 6 HORAS);0
HGBJA;Junho;2024;PORTE I (0 A 2 HORAS);147
HGBJA;Junho;2024;PORTE II ( 2 A 4 HORAS);34
HGBJA;Junho;2024;PORTE III (4 A 5 HORAS);0
HGBJA;Junho;2024;PORTE IV (ACIMA 6 HORAS);0
HGBJA;Julho;2024;PORTE I (0 A 2 HORAS);137
HGBJA;Julho;2024;PORTE II ( 2 A 4 HORAS);37
HGBJA;Julho;2024;PORTE III (4 A 5 HORAS);2
HGBJA;Julho;2024;PORTE IV (ACIMA 6 HORAS);0
HJK;Janeiro;2024;PORTE I (0 A 2 HORAS);126
HJK;Janeiro;2024;PORTE II ( 2 A 4 HORAS);49
HJK;Janeiro;2024;PORTE III (4 A 5 HORAS);8
HJK;Janeiro;2024;PORTE IV (ACIMA 6 HORAS);4
HJK;Fevereiro;2024;PORTE I (0 A 2 HORAS);166
HJK;Fevereiro;2024;PORTE II ( 2 A 4 HORAS);53
HJK;Fevereiro;2024;PORTE III (4 A 5 HORAS);7
HJK;Fevereiro;2024;PORTE IV (ACIMA 6 HORAS);2
HJK;Março;2024;PORTE I (0 A 2 HORAS);169
HJK;Março;2024;PORTE II ( 2 A 4 HORAS);49
HJK;Março;2024;PORTE III (4 A 5 HORAS);5
HJK;Março;2024;PORTE IV (ACIMA 6 HORAS);2
HJK;Abril;2024;PORTE I (0 A 2 HORAS);196
HJK;Abril;2024;PORTE II ( 2 A 4 HORAS);68
HJK;Abril;2024;PORTE III (4 A 5 HORAS);19
HJK;Abril;2024;PORTE IV (ACIMA 6 HORAS);2
HJK;Maio;2024;PORTE I (0 A 2 HORAS);158
HJK;Maio;2024;PORTE II ( 2 A 4 HORAS);70
HJK;Maio;2024;PORTE III (4 A 5 HORAS);25
HJK;Maio;2024;PORTE IV (ACIMA 6 HORAS);9
HJK;Junho;2024;PORTE I (0 A 2 HORAS);194
HJK;Junho;2024;PORTE II ( 2 A 4 HORAS);91
HJK;Junho;2024;PORTE III (4 A 5 HORAS);21
HJK;Junho;2024;PORTE IV (ACIMA 6 HORAS);11
HJK;Julho;2024;PORTE I (0 A 2 HORAS);203
HJK;Julho;2024;PORTE II ( 2 A 4 HORAS);76
HJK;Julho;2024;PORTE III (4 A 5 HORAS);16
HJK;Julho;2024;PORTE IV (ACIMA 6 HORAS);5
HJK;Agosto;2024;PORTE I (0 A 2 HORAS);237
HJK;Agosto;2024;PORTE II ( 2 A 4 HORAS);72
HJK;Agosto;2024;PORTE III (4 A 5 HORAS);25
HJK;Agosto;2024;PORTE IV (ACIMA 6 HORAS);5
HJK;Setembro;2024;PORTE I (0 A 2 HORAS);222
HJK;Setembro;2024;PORTE II ( 2 A 4 HORAS);64
HJK;Setembro;2024;PORTE III (4 A 5 HORAS);16
HJK;Setembro;2024;PORTE IV (ACIMA 6 HORAS);6
HJXXIII;Janeiro;2024;PORTE I (0 A 2 HORAS);360
HJXXIII;Janeiro;2024;PORTE II ( 2 A 4 HORAS);148
HJXXIII;Janeiro;2024;PORTE III (4 A 5 HORAS);17
HJXXIII;Janeiro;2024;PORTE IV (ACIMA 6 HORAS);11
HJXXIII;Fevereiro;2024;PORTE I (0 A 2 HORAS);394
HJXXIII;Fevereiro;2024;PORTE II ( 2 A 4 HORAS);129
HJXXIII;Fevereiro;2024;PORTE III (4 A 5 HORAS);23
HJXXIII;Fevereiro;2024;PORTE IV (ACIMA 6 HORAS);8
HJXXIII;Março;2024;PORTE I (0 A 2 HORAS);427
HJXXIII;Março;2024;PORTE II ( 2 A 4 HORAS);161
HJXXIII;Março;2024;PORTE III (4 A 5 HORAS);26
HJXXIII;Março;2024;PORTE IV (ACIMA 6 HORAS);20
HJXXIII;Abril;2024;PORTE I (0 A 2 HORAS);419
HJXXIII;Abril;2024;PORTE II ( 2 A 4 HORAS);167
HJXXIII;Abril;2024;PORTE III (4 A 5 HORAS);20
HJXXIII;Abril;2024;PORTE IV (ACIMA 6 HORAS);14
HJXXIII;Maio;2024;PORTE I (0 A 2 HORAS);638
HJXXIII;Maio;2024;PORTE II ( 2 A 4 HORAS);246
HJXXIII;Maio;2024;PORTE III (4 A 5 HORAS);50
HJXXIII;Maio;2024;PORTE IV (ACIMA 6 HORAS);17
HJXXIII;Junho;2024;PORTE I (0 A 2 HORAS);581
HJXXIII;Junho;2024;PORTE II ( 2 A 4 HORAS);228
HJXXIII;Junho;2024;PORTE III (4 A 5 HORAS);45
HJXXIII;Junho;2024;PORTE IV (ACIMA 6 HORAS);21
HJXXIII;Julho;2024;PORTE I (0 A 2 HORAS);625
HJXXIII;Julho;2024;PORTE II ( 2 A 4 HORAS);355
HJXXIII;Julho;2024;PORTE III (4 A 5 HORAS);44
HJXXIII;Julho;2024;PORTE IV (ACIMA 6 HORAS);29
HJXXIII;Agosto;2024;PORTE I (0 A 2 HORAS);668
HJXXIII;Agosto;2024;PORTE II ( 2 A 4 HORAS);226
HJXXIII;Agosto;2024;PORTE III (4 A 5 HORAS);71
HJXXIII;Agosto;2024;PORTE IV (ACIMA 6 HORAS);34
HJXXIII;Setembro;2024;PORTE I (0 A 2 HORAS);580
HJXXIII;Setembro;2024;PORTE II ( 2 A 4 HORAS);222
HJXXIII;Setembro;2024;PORTE III (4 A 5 HORAS);38
HJXXIII;Setembro;2024;PORTE IV (ACIMA 6 HORAS);21
HMAL;Janeiro;2024;PORTE I (0 A 2 HORAS);162
HMAL;Janeiro;2024;PORTE II ( 2 A 4 HORAS);57
HMAL;Janeiro;2024;PORTE III (4 A 5 HORAS);0
HMAL;Janeiro;2024;PORTE IV (ACIMA 6 HORAS);0
HMAL;Fevereiro;2024;PORTE I (0 A 2 HORAS);152
HMAL;Fevereiro;2024;PORTE II ( 2 A 4 HORAS);33
HMAL;Fevereiro;2024;PORTE III (4 A 5 HORAS);4
HMAL;Fevereiro;2024;PORTE IV (ACIMA 6 HORAS);0
HMAL;Março;2024;PORTE I (0 A 2 HORAS);166
HMAL;Março;2024;PORTE II ( 2 A 4 HORAS);59
HMAL;Março;2024;PORTE III (4 A 5 HORAS);2
HMAL;Março;2024;PORTE IV (ACIMA 6 HORAS);1
HMAL;Abril;2024;PORTE I (0 A 2 HORAS);197
HMAL;Abril;2024;PORTE II ( 2 A 4 HORAS);54
HMAL;Abril;2024;PORTE III (4 A 5 HORAS);2
HMAL;Abril;2024;PORTE IV (ACIMA 6 HORAS);0
HMAL;Maio;2024;PORTE I (0 A 2 HORAS);185
HMAL;Maio;2024;PORTE II ( 2 A 4 HORAS);70
HMAL;Maio;2024;PORTE III (4 A 5 HORAS);5
HMAL;Maio;2024;PORTE IV (ACIMA 6 HORAS);0
HMAL;Junho;2024;PORTE I (0 A 2 HORAS);161
HMAL;Junho;2024;PORTE II ( 2 A 4 HORAS);94
HMAL;Junho;2024;PORTE III (4 A 5 HORAS);9
HMAL;Junho;2024;PORTE IV (ACIMA 6 HORAS);0
HMAL;Julho;2024;PORTE I (0 A 2 HORAS);169
HMAL;Julho;2024;PORTE II ( 2 A 4 HORAS);116
HMAL;Julho;2024;PORTE III (4 A 5 HORAS);11
HMAL;Julho;2024;PORTE IV (ACIMA 6 HORAS);1
HMAL;Agosto;2024;PORTE I (0 A 2 HORAS);163
HMAL;Agosto;2024;PORTE II ( 2 A 4 HORAS);102
HMAL;Agosto;2024;PORTE III (4 A 5 HORAS);7
HMAL;Agosto;2024;PORTE IV (ACIMA 6 HORAS);1
HMAL;Setembro;2024;PORTE I (0 A 2 HORAS);141
HMAL;Setembro;2024;PORTE II ( 2 A 4 HORAS);109
HMAL;Setembro;2024;PORTE III (4 A 5 HORAS);5
HMAL;Setembro;2024;PORTE IV (ACIMA 6 HORAS);0
HRAD;Janeiro;2024;PORTE I (0 A 2 HORAS);369
HRAD;Janeiro;2024;PORTE II ( 2 A 4 HORAS);48
HRAD;Janeiro;2024;PORTE III (4 A 5 HORAS);6
HRAD;Janeiro;2024;PORTE IV (ACIMA 6 HORAS);3
HRAD;Fevereiro;2024;PORTE I (0 A 2 HORAS);342
HRAD;Fevereiro;2024;PORTE II ( 2 A 4 HORAS);61
HRAD;Fevereiro;2024;PORTE III (4 A 5 HORAS);6
HRAD;Fevereiro;2024;PORTE IV (ACIMA 6 HORAS);1
HRAD;Março;2024;PORTE I (0 A 2 HORAS);414
HRAD;Março;2024;PORTE II ( 2 A 4 HORAS);42
HRAD;Março;2024;PORTE III (4 A 5 HORAS);5
HRAD;Março;2024;PORTE IV (ACIMA 6 HORAS);2
HRAD;Abril;2024;PORTE I (0 A 2 HORAS);354
HRAD;Abril;2024;PORTE II ( 2 A 4 HORAS);53
HRAD;Abril;2024;PORTE III (4 A 5 HORAS);7
HRAD;Abril;2024;PORTE IV (ACIMA 6 HORAS);1
HRAD;Maio;2024;PORTE I (0 A 2 HORAS);381
HRAD;Maio;2024;PORTE II ( 2 A 4 HORAS);58
HRAD;Maio;2024;PORTE III (4 A 5 HORAS);1
HRAD;Junho;2024;PORTE I (0 A 2 HORAS);352
HRAD;Junho;2024;PORTE II ( 2 A 4 HORAS);58
HRAD;Junho;2024;PORTE III (4 A 5 HORAS);4
HRAD;Junho;2024;PORTE IV (ACIMA 6 HORAS);1
HRAD;Julho;2024;PORTE I (0 A 2 HORAS);398
HRAD;Julho;2024;PORTE II ( 2 A 4 HORAS);53
HRAD;Julho;2024;PORTE III (4 A 5 HORAS);7
HRAD;Julho;2024;PORTE IV (ACIMA 6 HORAS);0
HRAD;Agosto;2024;PORTE I (0 A 2 HORAS);395
HRAD;Agosto;2024;PORTE II ( 2 A 4 HORAS);54
HRAD;Agosto;2024;PORTE III (4 A 5 HORAS);3
HRAD;Agosto;2024;PORTE IV (ACIMA 6 HORAS);3
HRAD;Setembro;2024;PORTE I (0 A 2 HORAS);519
HRAD;Setembro;2024;PORTE II ( 2 A 4 HORAS);60
HRAD;Setembro;2024;PORTE III (4 A 5 HORAS);5
HRAD;Setembro;2024;PORTE IV (ACIMA 6 HORAS);2
HRJP;Janeiro;2024;PORTE I (0 A 2 HORAS);118
HRJP;Janeiro;2024;PORTE II ( 2 A 4 HORAS);12
HRJP;Janeiro;2024;PORTE III (4 A 5 HORAS);0
HRJP;Fevereiro;2024;PORTE I (0 A 2 HORAS);129
HRJP;Fevereiro;2024;PORTE II ( 2 A 4 HORAS);10
HRJP;Fevereiro;2024;PORTE III (4 A 5 HORAS);0
HRJP;Março;2024;PORTE I (0 A 2 HORAS);123
HRJP;Março;2024;PORTE II ( 2 A 4 HORAS);16
HRJP;Março;2024;PORTE III (4 A 5 HORAS);1
HRJP;Abril;2024;PORTE I (0 A 2 HORAS);120
HRJP;Abril;2024;PORTE II ( 2 A 4 HORAS);14
HRJP;Abril;2024;PORTE III (4 A 5 HORAS);0
HRJP;Maio;2024;PORTE I (0 A 2 HORAS);148
HRJP;Maio;2024;PORTE II ( 2 A 4 HORAS);2
HRJP;Maio;2024;PORTE III (4 A 5 HORAS);1
HRJP;Junho;2024;PORTE I (0 A 2 HORAS);142
HRJP;Junho;2024;PORTE II ( 2 A 4 HORAS);15
HRJP;Junho;2024;PORTE III (4 A 5 HORAS);0
HRJP;Julho;2024;PORTE I (0 A 2 HORAS);164
HRJP;Julho;2024;PORTE II ( 2 A 4 HORAS);7
HRJP;Julho;2024;PORTE III (4 A 5 HORAS);0
HRJP;Agosto;2024;PORTE I (0 A 2 HORAS);154
HRJP;Agosto;2024;PORTE II ( 2 A 4 HORAS);18
HRJP;Agosto;2024;PORTE III (4 A 5 HORAS);2
HRJP;Setembro;2024;PORTE I (0 A 2 HORAS);187
HRJP;Setembro;2024;PORTE II ( 2 A 4 HORAS);18
HRJP;Setembro;2024;PORTE III (4 A 5 HORAS);1
MOV;Janeiro;2024;PORTE I (0 A 2 HORAS);41
MOV;Janeiro;2024;PORTE II ( 2 A 4 HORAS);2
MOV;Fevereiro;2024;PORTE I (0 A 2 HORAS);35
MOV;Fevereiro;2024;PORTE II ( 2 A 4 HORAS);12
MOV;Fevereiro;2024;PORTE III (4 A 5 HORAS);1
MOV;Fevereiro;2024;PORTE IV (ACIMA 6 HORAS);0
MOV;Março;2024;PORTE I (0 A 2 HORAS);35
MOV;Março;2024;PORTE II ( 2 A 4 HORAS);19
MOV;Março;2024;PORTE III (4 A 5 HORAS);1
MOV;Abril;2024;PORTE I (0 A 2 HORAS);57
MOV;Abril;2024;PORTE II ( 2 A 4 HORAS);18
MOV;Maio;2024;PORTE I (0 A 2 HORAS);66
MOV;Maio;2024;PORTE II ( 2 A 4 HORAS);7
MOV;Junho;2024;PORTE I (0 A 2 HORAS);60
MOV;Junho;2024;PORTE II ( 2 A 4 HORAS);6
MOV;Junho;2024;PORTE III (4 A 5 HORAS);1
MOV;Julho;2024;PORTE I (0 A 2 HORAS);58
MOV;Julho;2024;PORTE II ( 2 A 4 HORAS);3
MOV;Julho;2024;PORTE III (4 A 5 HORAS);2
MOV;Julho;2024;PORTE IV (ACIMA 6 HORAS);0
HRBJA;Agosto;2024;PORTE I - PEQUENO;200
HRBJA;Agosto;2024;PORTE II - MÉDIO;44
HRBJA;Agosto;2024;PORTE III - GRANDE;2
HRBJA;Agosto;2024;PORTE SEM INFORMAÇÃO;4
HRBJA;Setembro;2024;PORTE I - PEQUENO;183
HRBJA;Setembro;2024;PORTE II - MÉDIO;32
HRBJA;Setembro;2024;PORTE III - GRANDE;4
HRBJA;Setembro;2024;PORTE IV - SUPERIOR;1
MOV;Agosto;2024;PORTE I - PEQUENO;233
MOV;Agosto;2024;PORTE II - MÉDIO;95
MOV;Agosto;2024;PORTE III - GRANDE;27
MOV;Agosto;2024;PORTE IV - SUPERIOR;18
MOV;Setembro;2024;PORTE I - PEQUENO;274
MOV;Setembro;2024;PORTE II - MÉDIO;99
MOV;Setembro;2024;PORTE III - GRANDE;17
MOV;Setembro;2024;PORTE IV - SUPERIOR;17
